,INDICATOR,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
496,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2011,35,All ages,0.0,24.8,
497,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2012,36,All ages,0.0,25.2,
498,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2013,37,All ages,0.0,25.3,
499,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2014,38,All ages,0.0,25.9,
500,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2015,39,All ages,0.0,26.6,
501,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2016,40,All ages,0.0,26.6,
502,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2017,41,All ages,0.0,28.2,
503,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: White,6.11,2018,42,All ages,0.0,28.4,
504,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1950,1,All ages,0.0,,...
505,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1960,2,All ages,0.0,,...
506,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1970,3,All ages,0.0,,...
507,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1980,4,All ages,0.0,,...
508,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1981,5,All ages,0.0,,...
509,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1982,6,All ages,0.0,,...
510,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1983,7,All ages,0.0,,...
511,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1984,8,All ages,0.0,,...
512,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1985,9,All ages,0.0,,...
513,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1986,10,All ages,0.0,,...
514,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1987,11,All ages,0.0,,...
515,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1988,12,All ages,0.0,,...
516,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1989,13,All ages,0.0,,...
517,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1990,14,All ages,0.0,,...
518,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1991,15,All ages,0.0,,...
519,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1992,16,All ages,0.0,,...
520,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1993,17,All ages,0.0,,...
521,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1994,18,All ages,0.0,,...
522,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1995,19,All ages,0.0,,...
523,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1996,20,All ages,0.0,,...
524,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1997,21,All ages,0.0,,...
525,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1998,22,All ages,0.0,,...
526,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,1999,23,All ages,0.0,10.5,
527,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2000,24,All ages,0.0,10.2,
528,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2001,25,All ages,0.0,9.9,
529,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2002,26,All ages,0.0,10.0,
530,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2003,27,All ages,0.0,9.5,
531,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2004,28,All ages,0.0,9.8,
532,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2005,29,All ages,0.0,9.5,
533,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2006,30,All ages,0.0,9.6,
534,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2007,31,All ages,0.0,9.0,
535,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2008,32,All ages,0.0,9.7,
536,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2009,33,All ages,0.0,9.3,
537,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2010,34,All ages,0.0,9.4,
538,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2011,35,All ages,0.0,9.7,
539,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2012,36,All ages,0.0,10.0,
540,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2013,37,All ages,0.0,9.7,
541,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2014,38,All ages,0.0,9.7,
542,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2015,39,All ages,0.0,10.0,
543,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2016,40,All ages,0.0,10.6,
544,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2017,41,All ages,0.0,11.4,
545,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Black or African American,6.12,2018,42,All ages,0.0,12.0,
546,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1950,1,All ages,0.0,,...
547,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1960,2,All ages,0.0,,...
548,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1970,3,All ages,0.0,,...
549,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1980,4,All ages,0.0,,...
550,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1981,5,All ages,0.0,,...
551,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1982,6,All ages,0.0,,...
552,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1983,7,All ages,0.0,,...
553,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1984,8,All ages,0.0,,...
554,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1985,9,All ages,0.0,11.0,
555,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1986,10,All ages,0.0,12.2,
556,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1987,11,All ages,0.0,12.2,
557,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1988,12,All ages,0.0,12.3,
558,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1989,13,All ages,0.0,15.1,
559,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1990,14,All ages,0.0,13.7,
560,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1991,15,All ages,0.0,13.9,
561,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1992,16,All ages,0.0,13.3,
562,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1993,17,All ages,0.0,13.5,
563,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1994,18,All ages,0.0,12.7,
564,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1995,19,All ages,0.0,12.7,
565,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1996,20,All ages,0.0,12.1,
566,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1997,21,All ages,0.0,11.1,
567,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1998,22,All ages,0.0,10.7,
568,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,1999,23,All ages,0.0,10.3,
569,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2000,24,All ages,0.0,10.3,
570,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2001,25,All ages,0.0,10.1,
571,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2002,26,All ages,0.0,10.1,
572,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2003,27,All ages,0.0,9.9,
573,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2004,28,All ages,0.0,10.0,
574,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2005,29,All ages,0.0,9.6,
575,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2006,30,All ages,0.0,9.0,
576,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2007,31,All ages,0.0,10.3,
577,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2008,32,All ages,0.0,9.5,
578,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2009,33,All ages,0.0,9.9,
579,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2010,34,All ages,0.0,9.9,
580,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2011,35,All ages,0.0,9.4,
581,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2012,36,All ages,0.0,9.5,
582,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2013,37,All ages,0.0,9.3,
583,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2014,38,All ages,0.0,10.3,
584,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2015,39,All ages,0.0,9.9,
585,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2016,40,All ages,0.0,10.9,
586,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2017,41,All ages,0.0,11.2,
587,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Hispanic or Latino: All races,6.13,2018,42,All ages,0.0,12.1,
588,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,1999,23,All ages,0.0,19.8,
589,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2000,24,All ages,0.0,19.5,
590,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2001,25,All ages,0.0,21.3,
591,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2002,26,All ages,0.0,21.1,
592,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2003,27,All ages,0.0,22.0,
593,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2004,28,All ages,0.0,24.0,
594,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2005,29,All ages,0.0,24.1,
595,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2006,30,All ages,0.0,23.6,
596,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2007,31,All ages,0.0,23.2,
597,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2008,32,All ages,0.0,23.9,
598,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2009,33,All ages,0.0,23.1,
599,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2010,34,All ages,0.0,24.9,
600,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2011,35,All ages,0.0,25.6,
601,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2012,36,All ages,0.0,28.2,
602,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2013,37,All ages,0.0,29.3,
603,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2014,38,All ages,0.0,27.4,
604,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2015,39,All ages,0.0,30.3,
605,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2016,40,All ages,0.0,33.1,
606,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2017,41,All ages,0.0,33.8,
607,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: American Indian or Alaska Native,6.14,2018,42,All ages,0.0,34.2,
608,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,1999,23,All ages,0.0,9.0,
609,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2000,24,All ages,0.0,8.7,
610,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2001,25,All ages,0.0,8.4,
611,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2002,26,All ages,0.0,8.0,
612,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2003,27,All ages,0.0,8.5,
613,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2004,28,All ages,0.0,8.4,
614,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2005,29,All ages,0.0,7.4,
615,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2006,30,All ages,0.0,7.9,
616,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2007,31,All ages,0.0,8.9,
617,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2008,32,All ages,0.0,8.0,
618,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2009,33,All ages,0.0,8.7,
619,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2010,34,All ages,0.0,9.5,
620,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2011,35,All ages,0.0,9.0,
621,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2012,36,All ages,0.0,9.5,
622,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2013,37,All ages,0.0,9.2,
623,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2014,38,All ages,0.0,8.9,
624,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2015,39,All ages,0.0,9.2,
625,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2016,40,All ages,0.0,10.2,
626,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2017,41,All ages,0.0,9.9,
627,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Male: Not Hispanic or Latino: Asian or Pacific Islander,6.15,2018,42,All ages,0.0,10.5,
628,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1950,1,All ages,0.0,,...
629,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1960,2,All ages,0.0,,...
630,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1970,3,All ages,0.0,,...
631,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1980,4,All ages,0.0,,...
632,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1981,5,All ages,0.0,,...
633,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1982,6,All ages,0.0,,...
634,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1983,7,All ages,0.0,,...
635,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1984,8,All ages,0.0,,...
636,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1985,9,All ages,0.0,6.1,
637,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1986,10,All ages,0.0,6.1,
638,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1987,11,All ages,0.0,5.8,
639,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1988,12,All ages,0.0,5.6,
640,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1989,13,All ages,0.0,5.4,
641,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1990,14,All ages,0.0,5.4,
642,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1991,15,All ages,0.0,5.3,
643,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1992,16,All ages,0.0,5.1,
644,Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,6,Female: Not Hispanic or Latino: White,6.21,1993,17,All ages,0.0,5.1,
